epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,68.0411,1.50002,2.43996,2.14974,0.09619,0.60118,0.31446,0.42031,0.258,1.11935,2.38167,2.15528,0.06259,0.000526,0.000526,0.000526
